type,rating_category,Duration_Category,movie_age,country_category,Directors,Title_Words,Content Age
Movie,Adult,Medium,37,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,9,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Teen/Young Adult,Series(X Seasons),11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),10,South Korea,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Long,8,Other Countries,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Adult,Very Long,10,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Very Long,8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Very Long,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,14,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Short,78,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Teen/Young Adult,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Epic,8,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Very Long,12,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Teen/Young Adult,Series(X Seasons),16,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Teen/Young Adult,Series(X Seasons),11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,11,United States,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,30,United States,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),10,United Kingdom,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Family-friendly,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Short,24,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,28,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,9,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,24,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,10,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,18,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,18,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,South Korea,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,29,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,17,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,8,United Kingdom,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,10,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,35,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,30,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,24,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,21,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,40,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Epic,30,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,11,India,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Adult,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Medium,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Very Long,56,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Very Long,10,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Epic,13,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,81,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,12,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,11,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Short,15,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Teen/Young Adult,Series(X Seasons),35,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Medium,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),7,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,10,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Medium,7,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,10,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Medium,17,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,19,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Short,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,12,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,82,United States,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,13,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,14,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,16,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,8,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,9,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,20,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Family-friendly,Series(X Seasons),30,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Medium,17,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,9,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Very Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,9,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,10,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Long,9,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Family-friendly,Series(X Seasons),12,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Very Long,8,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,11,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),9,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,12,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Long,9,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,10,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,20,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,8,United Kingdom,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,12,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,14,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,10,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Adult,Series(X Seasons),11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Teen/Young Adult,Medium,8,United States,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,7,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,7,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Short,8,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,10,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,42,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),13,United States,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
TV Show,Family-friendly,Series(X Seasons),9,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,10,India,Other Directors,1-5 Words,Moderately Aged (6-10 years)
Movie,Family-friendly,Medium,9,United States,Other Directors,6-10 Words,Moderately Aged (6-10 years)
Movie,Adult,Long,11,Other Countries,Other Directors,1-5 Words,Moderately Aged (6-10 years)
